CODEILE;BAGUEUR;LIEUDIT;BG;SG;ESPECE;ACTION;CONDREPR;CIRCREPR;BAGUE;DATE;HEURE;SEXE;AGE;COLONIE;SECTEUR;TERRIER;BP;EB;LT;MA;NATURE;RMQTERRIER;PERIODEJN;THEME;CENTRE;PAYS;DEPT;LOCALITE;STADE;LP;MEMO;PRIMAIRE;SECONDAIRE;RECTRICE;COUV;COUD;RG;PL;PR;ASG;CHAMP1;CHAMP2;CHAMP3;CHAMP4;MESURE1;MESURE2;MESURE3;MESURE4
FSRU003;"MANTE, Alain";JARRE;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100174;20-08-2012;;?;VOL;;;;;;;680;Naturel;;;;;;;;;52.2;;;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100169;20-08-2012;;F;VOL;;;;;;;530;Naturel;;;;;;;;;47;;;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100170;20-08-2012;;F;VOL;;;;;;;540;Naturel;;;;;;;;;47.5;;;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100171;20-08-2012;;?;VOL;;;;;;;590;Naturel;;;;;;;;;45.9;"INDIVIDU PROSPECTEUR";;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100172;20-08-2012;;"F ?";VOL;;;;;;;500;Naturel;;;;;;;;;48.1;"INDIVIDU PROSPECTEUR";;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100173;20-08-2012;;"M ?";VOL;;;;;;;550;Naturel;;;;;;;;;50.9;"INDIVIDU PROSPECTEUR";;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100175;20-08-2012;;F;VOL;;;;;;;560;Naturel;;;;;;;;;48.4;"INDIVIDU PROSPECTEUR";;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100176;20-08-2012;;M;VOL;;;;;;;630;Naturel;;;;;;;;;50.3;"INDIVIDU PROSPECTEUR";;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"BAZIN, Nicolas";;CALDIO;B;;0;EC100222;06-10-2012;;?;PUL;;;;;;;850;Naturel;;;;;;;;;52.8;;;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"BAZIN, Nicolas";;CALDIO;B;;0;EC100223;06-10-2012;;?;PUL;;;;;;;730;Naturel;;;;;;;;;49.1;;;;;;;;;;;;;;;10;;;
FSRU003;"MANTE, Alain";JARRE;"BAZIN, Nicolas";;CALDIO;B;;0;EC100225;06-10-2012;;?;PUL;;;;;;;710;Naturel;;;;;;;;;50.3;;;;;;;;;;;;;;;10;;;
FSRU009;"MANTE, Alain";"PETIT CONGLOUE";"BAZIN, Nicolas";"PASTORELLI, Clia";CALDIO;B;;0;EC100386;04-10-2012;;?;PUL;;;;;;;785;Naturel;;;;;;;;;48.7;;;;;;;;;;;;;;;10;;;
FSRU009;"MANTE, Alain";"PETIT CONGLOUE";"BAZIN, Nicolas";"PASTORELLI, Clia";CALDIO;B;;0;EC100387;04-10-2012;;?;PUL;;;;;;;670;Naturel;;;;;;;;;43.9;;;;;;;;;;;;;;;10;;;
FSRU009;"MANTE, Alain";"PETIT CONGLOUE";"BAZIN, Nicolas";"PASTORELLI, Clia";CALDIO;B;;0;EC100388;04-10-2012;;?;VOL;;;;;;;690;Naturel;;;;;;;;;51.8;;;;;;;;;;;;;;;10;;;
FSRU009;"MANTE, Alain";"PETIT CONGLOUE";"BAZIN, Nicolas";"PASTORELLI, Clia";CALDIO;B;;0;EC100391;04-10-2012;;?;PUL;;;;;;;770;Naturel;;;;;;;;;46.1;;;;;;;;;;;;;;;10;;;
FSRU009;"MANTE, Alain";"PETIT CONGLOUE";"BAZIN, Nicolas";"PASTORELLI, Clia";CALDIO;B;;0;EC100390;04-10-2012;;?;PUL;;;;;;;630;Naturel;;;;;;;;;45.5;;;;;;;;;;;;;;;10;;;
FSRU009;"MANTE, Alain";"PETIT CONGLOUE";"BAZIN, Nicolas";"PASTORELLI, Clia";CALDIO;B;;0;EC100389;04-10-2012;;?;PUL;;;;;;;740;Naturel;;;;;;;;;47.5;;;;;;;;;;;;;;;10;;;
FSRU002;"MANTE, Alain";PLANE;"MANTE, Alain";"PASTORELLI, Clia";CALDIO;B;;0;EC100204;04-10-2012;;?;PUL;;;;;;;750;Naturel;;;;;;;;;49.1;;;;;;;;;;;;;;;10;;;
FSRU002;"MANTE, Alain";PLANE;"MANTE, Alain";"PASTORELLI, Clia";CALDIO;B;;0;EC100205;04-10-2012;;?;PUL;;;;;;;730;Naturel;;;;;;;;;48.9;;;;;;;;;;;;;;;10;;;
FSRU002;"MANTE, Alain";PLANE;"MANTE, Alain";"PASTORELLI, Clia";CALDIO;B;;0;EC100206;04-10-2012;;?;PUL;;;;;;;640;Naturel;;;;;;;;;49.2;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"IMBERT, Mathieu";;CALDIO;B;;0;EC100054;28-03-2012;;F;VOL;;;;;;;560;Naturel;;;;;;;;;49.7;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"IMBERT, Mathieu";;CALDIO;B;;0;EC100056;28-03-2012;;?;VOL;;;;;;;700;Naturel;;;;;;;;;48;"INDIVIDU PROSPECTEUR";;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"IMBERT, Mathieu";;CALDIO;B;;0;EC100057;28-03-2012;;F;VOL;;;;;;;630;Naturel;;;;;;;;;49;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"IMBERT, Mathieu";;CALDIO;B;;0;EC100055;29-03-2012;;F;VOL;;;;;;;610;Naturel;;;;;;;;;49.1;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"IMBERT, Mathieu";;CALDIO;B;;0;EC100058;21-04-2012;;?;VOL;;;;;;;690;Naturel;;;;;;;;;50.5;"INDIVIDU PROSPECTEUR";;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"IMBERT, Mathieu";;CALDIO;B;;0;EC100059;21-04-2012;;M;VOL;;;;;;;630;Naturel;;;;;;;;;54;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100060;07-08-2012;;F;VOL;;;;;;;580;Naturel;;;;;;;;;45.9;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"IMBERT, Mathieu";;CALDIO;B;;0;EC100061;20-08-2012;;M;VOL;;;;;;;640;Naturel;;;;;;;;;52.4;"INDIVIDU PROSPECTEUR";;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"IMBERT, Mathieu";;CALDIO;B;;0;EC100062;20-08-2012;;F;VOL;;;;;;;550;Naturel;;;;;;;;;48.1;"NOUVEAU TERRIER";;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100068;21-08-2012;;?;VOL;;;;;;;640;Naturel;;;;;;;;;53.2;"INDIVIDU PROSPECTEUR ?";;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100069;21-08-2012;;?;VOL;;;;;;;700;Naturel;;;;;;;;;50.4;"INDIVIDU PROSPECTEUR ?";;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100080;02-10-2012;;?;PUL;;;;;;;660;Naturel;;;;;;;;;45;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100081;02-10-2012;;?;PUL;;;;;;;745;Naturel;;;;;;;;;46.2;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100082;02-10-2012;;?;PUL;;;;;;;695;Naturel;;;;;;;;;46.8;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100083;03-10-2012;;?;PUL;;;;;;;690;Naturel;;;;;;;;;45.5;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100084;03-10-2012;;?;PUL;;;;;;;0;Naturel;;;;;;;;;0;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100085;03-10-2012;;?;PUL;;;;;;;770;Naturel;;;;;;;;;47.7;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100086;03-10-2012;;?;PUL;;;;;;;615;Naturel;;;;;;;;;48;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100087;03-10-2012;;?;PUL;;;;;;;680;Naturel;;;;;;;;;47.2;;;;;;;;;;;;;;;10;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100089;11-10-2012;;?;PUL;;;;;;;680;Naturel;;;;;;;;;0;"PUL RECUPERE DANS LE PORT DU FRIOUL PUIS RELACHE";;;;;;;;;;;;;;0;;;
FSFL001;"MANTE, Alain";POMEGUES;"ANSELME, Lorraine";;CALDIO;B;;0;EC100090;11-10-2012;;?;PUL;;;;;;;750;Naturel;;;;;;;;;50.8;"PUL RECUPERE DANS LE PORT DU FRIOUL PUIS RELACHE, PETITE BLESSURE AU DOS";;;;;;;;;;;;;;10;;;
FSFL002;"MANTE, Alain";RATONNEAU;"IMBERT, Mathieu";;CALDIO;B;;0;EC100063;20-08-2012;;?;VOL;;;;;;;660;Naturel;;;;;;;;;50.2;;;;;;;;;;;;;;;10;;;
FSFL002;"MANTE, Alain";RATONNEAU;"ANSELME, Lorraine";;CALDIO;B;;0;EC100066;20-08-2012;;M;VOL;;;;;;;750;Naturel;;;;;;;;;0;;;;;;;;;;;;;;;10;;;
FSFL002;"MANTE, Alain";RATONNEAU;"IMBERT, Mathieu";;CALDIO;B;;0;EC100076;01-10-2012;;?;PUL;;;;;;;700;Naturel;;;;;;;;;47.2;;;;;;;;;;;;;;;10;;;
FSFL002;"MANTE, Alain";RATONNEAU;"IMBERT, Mathieu";;CALDIO;B;;0;EC100077;01-10-2012;;?;PUL;;;;;;;690;Naturel;;;;;;;;;45.8;;;;;;;;;;;;;;;10;;;
FSFL002;"MANTE, Alain";RATONNEAU;"IMBERT, Mathieu";;CALDIO;B;;0;EC100078;01-10-2012;;?;PUL;;;;;;;750;Naturel;;;;;;;;;47.1;;;;;;;;;;;;;;;10;;;
FSFL002;"MANTE, Alain";RATONNEAU;"IMBERT, Mathieu";;CALDIO;B;;0;EC100079;01-10-2012;;?;PUL;;;;;;;870;Naturel;;;;;;;;;49.1;;;;;;;;;;;;;;;10;;;
FSFL002;"MANTE, Alain";RATONNEAU;"ANSELME, Lorraine";;CALDIO;B;;0;EC100088;04-10-2012;;?;PUL;;;;;;;810;Naturel;;;;;;;;;48.4;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"MANTE, Alain";"PASTORELLI, Celia";PUFYEL;B;;0;FS68801;21-02-2012;;?;VOL;;;;;;;530;Naturel;;;;;;;;;35;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"MANTE, Alain";"PASTORELLI, Clia";PUFYEL;B;;0;FS68802;21-02-2012;;?;VOL;;;;;;;505;Naturel;;;;;;;;;35.6;;;;;;;;;;;;;;;0;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68803;21-02-2012;;?;VOL;;;;;;;400;Naturel;;;;;;;;;36.6;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68804;21-02-2012;;?;VOL;;;;;;;395;Naturel;;;;;;;;;36.2;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68805;21-02-2012;;?;VOL;;;;;;;455;Naturel;;;;;;;;;36.3;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68806;21-02-2012;;?;VOL;;;;;;;380;Naturel;;;;;;;;;35.5;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68807;21-02-2012;;?;VOL;;;;;;;430;Naturel;;;;;;;;;33.6;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68896;21-02-2012;;?;VOL;;;;;;;400;Naturel;;;;;;;;;35.8;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68808;21-02-2012;;?;VOL;;;;;;;455;Naturel;;;;;;;;;36.6;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68897;25-02-2012;;?;VOL;;;;;;;430;Naturel;;;;;;;;;0;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68899;25-02-2012;;?;VOL;;;;;;;370;Naturel;;;;;;;;;32.7;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68898;25-02-2012;;?;VOL;;;;;;;350;Naturel;;;;;;;;;34.3;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68900;25-02-2012;;?;VOL;;;;;;;440;Naturel;;;;;;;;;37.4;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68701;25-02-2012;;?;VOL;;;;;;;390;Naturel;;;;;;;;;33.7;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68704;25-02-2012;;?;VOL;;;;;;;390;Naturel;;;;;;;;;36.6;"NOUVEAU TERRIER";;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68702;25-02-2012;;?;VOL;;;;;;;370;Naturel;;;;;;;;;35.6;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68703;25-02-2012;;?;VOL;;;;;;;380;Naturel;;;;;;;;;35.5;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68705;25-02-2012;;?;VOL;;;;;;;390;Naturel;;;;;;;;;33.8;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68706;25-02-2012;;?;VOL;;;;;;;425;Naturel;;;;;;;;;35.7;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100153;27-03-2012;;F;VOL;;;;;;;560;Naturel;;;;;;;;;49.4;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100154;27-03-2012;;M;VOL;;;;;;;710;Naturel;;;;;;;;;5307;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100155;27-03-2012;;F;VOL;;;;;;;540;Naturel;;;;;;;;;48.5;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68707;20-06-2012;;?;VOL;;;;;;;650;Naturel;;;;;;;;;35.5;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68708;20-06-2012;;?;VOL;;;;;;;360;Naturel;;;;;;;;;36.5;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";;PUFYEL;B;;0;FS68709;03-07-2012;;?;PUL;;;;;;;0;Naturel;;;;;;;;;0;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68813;03-07-2012;;?;PUL;;;;;;;550;Naturel;;;;;;;;;38.5;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68809;03-07-2012;;?;PUL;;;;;;;670;Naturel;;;;;;;;;35.2;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68810;03-07-2012;;?;PUL;;;;;;;430;Naturel;;;;;;;;;36.9;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68811;03-07-2012;;?;PUL;;;;;;;520;Naturel;;;;;;;;;32.9;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68812;03-07-2012;;?;PUL;;;;;;;490;Naturel;;;;;;;;;32.5;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";PUFYEL;B;;0;FS68710;03-07-2012;;?;PUL;;;;;;;430;Naturel;;;;;;;;;33.1;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68711;03-07-2012;;?;PUL;;;;;;;470;Naturel;;;;;;;;;34.6;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68712;03-07-2012;;?;PUL;;;;;;;460;Naturel;;;;;;;;;32.2;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68713;03-07-2012;;?;PUL;;;;;;;520;Naturel;;;;;;;;;36.1;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68714;03-07-2012;;?;PUL;;;;;;;610;Naturel;;;;;;;;;35.9;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68715;03-07-2012;;?;PUL;;;;;;;570;Naturel;;;;;;;;;34;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";"PASTORELLI, Clia";PUFYEL;B;;0;FS68716;03-07-2012;;?;PUL;;;;;;;480;Naturel;;;;;;;;;33.5;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100156;13-08-2012;;F;VOL;;;;;;;580;Naturel;;;;;;;;;48.3;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100160;13-08-2012;;"F ?";VOL;;;;;;;500;Naturel;;;;;;;;;45.6;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100157;13-08-2012;;M;VOL;;;;;;;650;Naturel;;;;;;;;;51.9;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100158;13-08-2012;;F;VOL;;;;;;;530;Naturel;;;;;;;;;48.7;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100159;13-08-2012;;F;VOL;;;;;;;540;Naturel;;;;;;;;;47.6;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100177;21-08-2012;;M;VOL;;;;;;;660;Naturel;;;;;;;;;51.4;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100178;21-08-2012;;F;VOL;;;;;;;600;Naturel;;;;;;;;;48.1;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100179;21-08-2012;;M;VOL;;;;;;;630;Naturel;;;;;;;;;54.6;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100180;21-08-2012;;"M ?";VOL;;;;;;;600;Naturel;;;;;;;;;52.7;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"DURAND, Jean-Patrick";"PASTORELLI, Clia";CALDIO;B;;0;EC100182;02-09-2012;;M;VOL;;;;;;;620;Naturel;;;;;;;;;52.3;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100183;17-09-2012;;M;VOL;;;;;;;630;Naturel;;;;;;;;;52.2;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100184;17-09-2012;;?;VOL;;;;;;;700;Naturel;;;;;;;;;47.7;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100185;17-09-2012;;M;VOL;;;;;;;710;Naturel;;;;;;;;;49.8;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100186;17-09-2012;;?;VOL;;;;;;;600;Naturel;;;;;;;;;44.9;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100187;17-09-2012;;F;VOL;;;;;;;610;Naturel;;;;;;;;;49.4;;;;;;;;;;;;;;;10;;;
FSRU001;"MANTE, Alain";RIOU;"BAZIN, Nicolas";;CALDIO;B;;0;EC100188;17-09-2012;;M;VOL;;;;;;;695;Naturel;;;;;;;;;50.3;;;;;;;;;;;;;;;10;;;
